"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-01-25","0.00",,,,"2","-7"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-01-26","0.00",,,,"5","-11"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-01-27","0.00",,,,"23","-12"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-01-28","0.00",,,,"33","18"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-01-29","0.00",,,,"40","25"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-01-30","0.00",,,,"42","31"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-01-31","0.00",,,,"46","23"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-01","0.00",,,,"37","19"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-02","0.00",,,,"45","32"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-03","0.00",,,,"53","30"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-04","0.00",,,,"55","27"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-05","0.00",,,,"55","41"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-06","0.00",,,,"49","34"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-07","0.00",,,,"47","22"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-08","0.00",,,,"49","14"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-09","0.00",,,,"43","26"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-10","0.00",,,,"37","21"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-11","0.00",,,,"35","19"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-12","0.00",,,,"38","17"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-13","0.00",,,,"31","14"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-14","0.00",,,,"28","15"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-15","0.00",,,,"41","13"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-16","0.00",,,,"48","32"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-17","0.00",,,,"46","29"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-18","0.00",,,,"41","32"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-19","0.00",,,,"47","31"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-20","0.06",,,,"38","16"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-21","0.00",,,,"50","14"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-22","0.00",,,,"56","22"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-23","0.00",,,,"59","44"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-24","0.02",,,,"54","37"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-25","0.02",,,,"51","18"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-26","0.00",,,,"18","8"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-27","0.18",,,,"28","9"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-02-28","0.00",,,,"32","5"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-01","0.00",,,,"56","17"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-02","0.00",,,,"66","37"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-03","0.18",,,,"54","28"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-04","0.12",,,,"44","29"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-05","0.01",,,,"36","29"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-06","0.07",,,,"33","5"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-07","0.00",,,,"39","8"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-08","0.13",,,,"32","10"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-09","0.00",,,,"10","-9"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-10","0.00",,,,"7","-5"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-11","0.00",,,,"12","-19"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-12","0.00",,,,"35","-5"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-13","0.00",,,,"45","19"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-14","0.00",,,,"53","36"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-15","0.00",,,,"52","40"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-16","0.00",,,,"60","28"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-17","0.23",,,,"41","28"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-18","0.00",,,,"49","26"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-19","0.00",,,,"61","29"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-20","0.00",,,,"64","30"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-21","0.00",,,,"65","27"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-22","0.09",,,,"57","33"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-23","0.03",,,,"37","26"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-24","0.00",,,,"42","30"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-25","0.00",,,,"41","17"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-26","0.01",,,,"27","8"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-27","0.00",,,,"45","8"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-28","0.00",,,,"50","35"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-29","0.27",,,,"35","23"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-30","0.05",,,,"34","19"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-03-31","0.00",,,,"38","27"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-01","0.01",,,,"40","26"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-02","0.02",,,,"47","30"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-03","0.21",,,,"34","28"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-04","0.06",,,,"34","22"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-05","0.00",,,,"46","11"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-06","0.00",,,,"65","21"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-07","0.00",,,,"66","35"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-08","0.18",,,,"56","29"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-09","0.01",,,,"52","36"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-10","0.00",,,,"61","31"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-11","0.06",,,,"64","31"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-12","0.00",,,,"60","40"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-13","0.05",,,,"64","37"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-14","0.14",,,,"39","32"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-15","0.09",,,,"37","30"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-16","0.00",,,,"41","30"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-17","0.00",,,,"54","32"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-18","0.00",,,,"58","32"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-19","0.00",,,,"66","33"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-20","0.00",,,,"73","45"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-21","0.00",,,,"76","40"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-22","0.00",,,,"79","43"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-23","0.13",,,,"60","23"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-24","0.62",,,,"38","20"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-25","0.00",,,,"52","16"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-26","0.19",,,,"41","33"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-27","0.03",,,,"47","32"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-28","0.16",,,,"40","33"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-29","0.23",,,,"36","26"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-04-30","0.10",,,,"42","27"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-01","0.00",,,,"51","24"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-02","0.00",,,,"59","23"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-03","0.43",,,,"66","34"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-04","0.02",,,,"57","39"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-05","0.01",,,,"66","41"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-06","0.04",,,,"54","40"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-07","0.10",,,,"58","34"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-08","0.00",,,,"55","36"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-09","0.00",,,,"60","31"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-10","0.00",,,,"64","26"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-11","0.03",,,,"70","29"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-12","0.09",,,,"56","34"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-13","0.00",,,,"57","30"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-14","0.13",,,,"64","42"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-15","0.01",,,,"60","36"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-16","0.00",,,,"74","27"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-17","0.00",,,,"84","44"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-18","0.00",,,,"84","45"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-19","0.00",,,,"86","43"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-20","0.00",,,,"65","33"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-21","0.00",,,,"70","24"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-22","0.00",,,,"67","34"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-23","0.00",,,,"76","37"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-24","1.12",,,,"75","44"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-25","0.05",,,,"68","43"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-26","0.00",,,,"74","37"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-27","0.00",,,,"77","42"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-28","0.00",,,,"80","42"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-29","0.00",,,,"83","43"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-30","0.00",,,,"82","44"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-05-31","0.00",,,,"82","51"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-01","0.04",,,,"54","44"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-02","0.17",,,,"46","43"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-03","0.07",,,,"63","41"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-04","0.02",,,,"75","33"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-05","0.40",,,,"66","45"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-06","0.20",,,,"49","34"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-07","0.18",,,,"50","34"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-08","0.17",,,,"56","35"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-09","0.11",,,,"62","39"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-10","0.01",,,,"63","42"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-11","0.00",,,,"68","35"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-12","0.00",,,,"74","36"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-13","0.00",,,,"74","42"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-14","0.18",,,,"72","51"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-15","0.07",,,,"71","51"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-16","0.00",,,,"73","53"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-17","0.18",,,,"74","50"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-18","0.09",,,,"68","52"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-19","0.00",,,,"79","46"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-20","0.21",,,,"69","51"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-21","0.18",,,,"73","51"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-22","0.00",,,,"68","42"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-23","0.00",,,,"75","41"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-24","0.00",,,,"85","41"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-25","0.00",,,,"92","48"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-26","0.01",,,,"76","49"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-27","0.00",,,,"75","44"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-28","0.00",,,,"88","44"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-29","0.05",,,,"91","48"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-06-30","0.01",,,,"90","49"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-01","0.00","0.0","0.0",,"81","52"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-02","0.01","0.0","0.0",,"79","50"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-03","0.05","0.0","0.0",,"78","49"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-04","0.00","0.0","0.0",,"83","43"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-05","0.00","0.0","0.0",,"89","44"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-06","0.02","0.0","0.0",,"85","51"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-07","0.00","0.0","0.0",,"82","43"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-08","0.25","0.0","0.0",,"64","44"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-09","0.12","0.0","0.0",,"75","43"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-10","0.00","0.0","0.0",,"80","45"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-11","0.00","0.0","0.0",,"89","43"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-12","0.28","0.0","0.0",,"88","57"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-13","0.39","0.0","0.0",,"83","50"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-14","0.00","0.0","0.0",,"70","47"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-15","0.00","0.0","0.0",,"83","47"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-16","0.00","0.0","0.0",,"88","45"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-17","0.00","0.0","0.0",,"89","49"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-18","0.00",,,,"93","47"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-19","0.00",,,,"92","54"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-20","0.00","0.0","0.0",,"82","44"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-21","0.00","0.0","0.0",,"87","44"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-22","0.00","0.0","0.0",,"93","46"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-23","0.00","0.0","0.0",,"97","51"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-24","0.34",,,,"91","59"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-25","0.00","0.0","0.0",,"89","53"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-26","0.05","0.0","0.0",,"92","51"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-27","0.69","0.0","0.0",,"70","51"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-28","0.08","0.0","0.0",,"75","48"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-29","0.00","0.0","0.0",,"70","52"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-30","0.00","0.0","0.0",,"78","40"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-07-31","0.02","0.0","0.0",,"74","46"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-01","0.00",,,,"88","45"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-02","0.00",,,,"90","54"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-03","0.00",,,,"87","57"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-04","0.00",,,,"91","55"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-05","0.01",,,,"77","52"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-06","0.77",,,,"80","55"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-07","0.59",,,,"79","51"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-08","0.00",,,,"72","44"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-09","0.00",,,,"77","51"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-10","0.00",,,,"84","47"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-11","0.00",,,,"90","53"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-12","0.05",,,,"88","50"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-13","0.00",,,,"85","44"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-14","0.37",,,,"72","44"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-15","0.02",,,,"68","48"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-16","0.06",,,,"66","43"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-17","0.00",,,,"74","38"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-18","0.00",,,,"78","45"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-19","0.00",,,,"82","54"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-20","0.00",,,,"86","44"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-21","0.00",,,,"92","44"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-22","0.01",,,,"92","55"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-23","0.04",,,,"80","53"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-24","0.05",,,,"79","44"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-25","0.00",,,,"86","41"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-26","0.00",,,,"91","47"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-27","0.00",,,,"90","49"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-28","0.00",,,,"86","40"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-29","0.00",,,,"81","46"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-30","0.00",,,,"80","54"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-08-31","0.00",,,,"77","53"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-01","0.00",,,,"84","51"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-02","0.00",,,,"90","48"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-03","0.00",,,,"92","47"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-04","0.00",,,,"90","48"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-05","0.02",,,,"91","46"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-06","0.00",,,,"89","58"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-07","0.00",,,,"70","48"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-08","0.00",,,,"73","39"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-09","0.00",,,,"85","32"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-10","0.00",,,,"85","39"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-11","0.00",,,,"75","37"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-12","0.00",,,,"73","33"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-13","0.03",,,,"71","37"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-14","0.00",,,,"87","47"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-15","0.00",,,,"85","53"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-16","0.00",,,,"87","46"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-17","0.04",,,,"91","50"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-18","0.00",,,,"86","49"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-19","0.12",,,,"91","47"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-20","0.14",,,,"65","41"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-21","0.00",,,,"64","34"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-22","0.00",,,,"76","30"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-23","0.00",,,,"83","34"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-24","0.00",,,,"88","35"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-25","0.00",,,,"85","40"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-26","0.00",,,,"88","43"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-27","0.00",,,,"70","41"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-28","0.00",,,,"68","30"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-29","0.00",,,,"84","30"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-09-30","0.63",,,,"62","36"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-01","0.00",,,,"48","37"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-02","0.00",,,,"58","31"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-03","0.00",,,,"55","24"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-04","0.03",,,,"39","33"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-05","0.53",,,,"36","30"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-06","0.00",,,,"48","31"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-07","0.25",,,,"45","28"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-08","0.00",,,,"41","18"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-09","0.05",,,,"25","12"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-10","0.00",,,,"20","8"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-11","0.00",,,,"21","2"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-12","0.00",,,,"24","1"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-13","0.04",,,,"33","21"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-14","0.07",,,,"60","26"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-15","0.00",,,,"61","39"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-16","0.00",,,,"64","32"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-17","0.00",,,,"76","39"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-18","0.07",,,,"75","47"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-19","0.18",,,,"47","37"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-20","0.02",,,,"48","35"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-21","0.00",,,,"56","30"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-22","0.03",,,,"55","36"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-23","0.01",,,,"59","29"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-24","0.05",,,,"52","33"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-25","0.01",,,,"47","30"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-26","0.00",,,,"54","40"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-27","0.00",,,,"42","30"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-28","0.05",,,,"36","18"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-29","0.00",,,,"38","11"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-30","0.00",,,,"57","36"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-10-31","0.00",,,,"59","48"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-11-01","0.00",,,,"52","38"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-11-02","0.00",,,,"56","20"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-11-03","0.00",,,,"53","25"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-11-04","0.00",,,,"67","20"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-11-05","0.00",,,,"72","35"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-11-06","0.06",,,,"61","30"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-11-07","0.00",,,,"53","24"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-11-08","0.00",,,,"50","34"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-11-09","0.00",,,,"52","29"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-11-10","0.00",,,,"59","33"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-11-11","0.08",,,,"56","34"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-11-12","0.26",,,,"39","17"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-11-13","0.00",,,,"32","6"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-11-14","0.00",,,,"29","10"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-11-15","0.00",,,,"35","5"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-11-16","0.00",,,,"44","20"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-11-17","0.00",,,,"55","37"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-11-18","0.00",,,,"52","24"
"USW00024150","LIVINGSTON AIRPORT, MT US","2009-11-19","0.00",,,,"48","19"
